Year/Month,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,No. of cos.,Average_PER(times),Average_PBR(times),"Average_Earnings
Per Share(Yen)","Average_Net Assets
Per Share(Yen)","Weighted average_
PER(times)","Weighted average_
PBR(times)","Weighted average_
Earnings(￥)","Weighted average_
Net Assets(￥)"
2025/04,グロース市場,Growth,総合,Composite,610,40.1,3,28.87,390.43,204.8,3.4,39104184667,2369910130149
2025/04,グロース市場,Growth,総合（金融業を除く）,Non-Financial,599,42.9,3,26.78,380.47,846.7,3.6,9055184667,2141148130149
2025/04,グロース市場,Growth,　　　　　 製造業,　　　　 Manufacturing ,78,－,3.6,-12.75,268.94,－,3.7,-71973883000,373740830000
2025/04,グロース市場,Growth,　　　　 非製造業,　　　　 Non-Manufacturing ,521,36,3,32.7,397.17,77.5,3.6,81029067667,1767407300149
2025/04,グロース市場,Growth,1 水産・農林業,"1 Fishery,Agriculture & Forestry",－,－,－,－,－,－,－,－,－
2025/04,グロース市場,Growth,2 鉱業,2 Mining,－,－,－,－,－,－,－,－,－
2025/04,グロース市場,Growth,3 建設業,3 Construction,8,20.6,2.1,56.9,567.47,25.3,2.7,2705531000,25186459000
2025/04,グロース市場,Growth,4 食料品,4 Foods,4,－,4.5,-82.71,212.47,－,7.5,-2430000000,8179000000
2025/04,グロース市場,Growth,5 繊維製品,5 Textiles & Apparels,1,18.2,8.4,141.97,306.56,18.2,8.4,1061000000,2291000000
2025/04,グロース市場,Growth,6 パルプ・紙,6 Pulp & Paper,－,－,－,－,－,－,－,－,－
2025/04,グロース市場,Growth,7 化学,7 Chemicals,6,－,3.7,-3.22,384.33,－,4,-264883000,21449830000
2025/04,グロース市場,Growth,8 医薬品,8 Pharmaceutical,38,－,4.8,-40.81,136.85,－,4.9,-72809000000,141193000000
2025/04,グロース市場,Growth,9 石油・石炭製品,9 Oil & Coal Products,－,－,－,－,－,－,－,－,－
2025/04,グロース市場,Growth,10 ゴム製品,10 Rubber Products,－,－,－,－,－,－,－,－,－
2025/04,グロース市場,Growth,11 ガラス・土石製品,11 Glass & Ceramics Products,－,－,－,－,－,－,－,－,－
2025/04,グロース市場,Growth,12 鉄鋼,12 Iron & Steel,－,－,－,－,－,－,－,－,－
2025/04,グロース市場,Growth,13 非鉄金属,13 Nonferrous Metals,2,16.2,1.3,52.24,670.69,20.6,1.1,248000000,4607000000
2025/04,グロース市場,Growth,14 金属製品,14 Metal Products,1,45,10.1,101.85,452.41,45,10.1,901000000,4002000000
2025/04,グロース市場,Growth,15 機械,15 Machinery,4,＊,3.6,0.38,206.32,160.6,3.3,296000000,14529000000
2025/04,グロース市場,Growth,16 電気機器,16 Electric Appliances,6,－,2.1,-4.58,364.21,－,2,-1085000000,22064000000
2025/04,グロース市場,Growth,17 輸送用機器,17 Transportation Equipment,3,12.4,1.8,111.78,780.83,13.1,2,2169000000,14435000000
2025/04,グロース市場,Growth,18 精密機器,18 Precision Instruments,7,－,6.9,-20.71,195.08,－,3,-4479000000,61224000000
2025/04,グロース市場,Growth,19 その他製品,19 Other Products,6,18.9,2,65.6,633.76,40.9,2.3,4419000000,79767000000
2025/04,グロース市場,Growth,20 電気・ガス業,20 Electric Power & Gas,1,18.2,4.3,104.9,440.05,18.2,4.3,1986000000,8331000000
2025/04,グロース市場,Growth,21 陸運業,21 Land Transportation,－,－,－,－,－,－,－,－,－
2025/04,グロース市場,Growth,22 海運業,22 Marine Transportation,－,－,－,－,－,－,－,－,－
2025/04,グロース市場,Growth,23 空運業,23 Air Transportation,1,10.1,1.1,49.68,461.75,10.1,1.1,2997000000,27857000000
2025/04,グロース市場,Growth,24 倉庫・運輸関連業,24 Warehousing & Harbor Transportation Services,1,70.1,1.1,4.75,293.36,70.1,1.1,49000000,3024000000
2025/04,グロース市場,Growth,25 情報・通信業,25 Information & Communication,254,71.7,3.6,16.46,326.13,－,4.4,-6772802333,679506114000
2025/04,グロース市場,Growth,26 卸売業,26 Wholesale Trade,10,－,2.9,-32.82,306.24,－,4.2,-298000000,35470000000
2025/04,グロース市場,Growth,27 小売業,27 Retail Trade,32,30.1,2.6,37.5,431.98,31.8,2.7,15815784000,186464294534
2025/04,グロース市場,Growth,28 銀行業,28 Banks,－,－,－,－,－,－,－,－,－
2025/04,グロース市場,Growth,29 証券、商品先物取引業,29 Securities & Commodity Futures,2,6.5,1.4,477.59,2163.86,5.7,1.6,21553000000,78748000000
2025/04,グロース市場,Growth,30 保険業,30 Insurance,4,18.5,1.2,61.51,957.42,22.9,1.3,7982000000,138466000000
2025/04,グロース市場,Growth,31 その他金融業,31 Other Financing Business,5,19.8,3.5,73.63,420.43,67.5,3,514000000,11548000000
2025/04,グロース市場,Growth,32 不動産業,32 Real Estate,21,15.8,2.5,130.56,816.7,16.4,2.4,24221000000,163494993615
2025/04,グロース市場,Growth,33 サービス業,33 Services,193,24.7,2.5,44.72,436.88,51.9,3.3,40325555000,638073439000
2025/04,－,－,大型株,Large ,100,20.8,2,274.63,2907.15,16.6,1.4,34911018100000,402337206000000
2025/04,－,－,中型株,Medium ,400,17.9,1.4,186.12,2466.49,16.4,1.2,15998817959377,218099734220994
2025/04,－,－,小型株,Small ,1187,14.9,1,138.04,2040.02,16.2,1,5507894110269,86293585691736
2025/05,プライム市場,Prime,総合,Composite,1621,16.9,1.2,159.44,2214.43,17.3,1.4,56034840509222,703188145894204
2025/05,プライム市場,Prime,総合（金融業を除く）,Non-Financial,1505,17.2,1.3,159.03,2098.5,17.6,1.5,47914552662222,576304445591204
2025/05,プライム市場,Prime,　　　　　 製造業,　　　　 Manufacturing ,706,17.5,1.1,166.41,2550.75,18,1.5,27311318303651,333620906365433
2025/05,プライム市場,Prime,　　　　 非製造業,　　　　 Non-Manufacturing ,799,16.9,1.5,152.52,1698.88,17.1,1.5,20603234358571,242683539225771
2025/05,プライム市場,Prime,1 水産・農林業,"1 Fishery,Agriculture & Forestry",6,10.1,0.9,244.67,2656.87,10.3,0.9,71684000000,788521000000
2025/05,プライム市場,Prime,2 鉱業,2 Mining,4,11.1,0.7,290.26,4675.76,5.9,0.5,493774000000,5925535000000
2025/05,プライム市場,Prime,3 建設業,3 Construction,74,15.4,1.2,171.72,2256.98,15.2,1.2,1501751000000,18605158978000
2025/05,プライム市場,Prime,4 食料品,4 Foods,67,19.1,1.2,140.79,2279.8,23.8,1.6,1401552000000,20961782358217
2025/05,プライム市場,Prime,5 繊維製品,5 Textiles & Apparels,20,20.5,1.1,128.11,2474.75,34.9,0.9,106368000000,3955699000000
2025/05,プライム市場,Prime,6 パルプ・紙,6 Pulp & Paper,10,9.3,0.5,175.41,3084.96,10.9,0.5,143572000000,2936555000000
2025/05,プライム市場,Prime,7 化学,7 Chemicals,119,17.5,1,137.07,2453.71,20.1,1.3,2343262000000,36783105000000
2025/05,プライム市場,Prime,8 医薬品,8 Pharmaceutical,34,20.5,1.3,128.99,2084.11,30.7,1.9,1403184000000,22252411000000
2025/05,プライム市場,Prime,9 石油・石炭製品,9 Oil & Coal Products,6,6.8,0.7,259.82,2442.19,5.9,0.6,620601000000,6460661000000
2025/05,プライム市場,Prime,10 ゴム製品,10 Rubber Products,11,11.3,0.9,270.25,3401.26,13.2,1,500053000000,6557179000000
2025/05,プライム市場,Prime,11 ガラス・土石製品,11 Glass & Ceramics Products,23,18,1.3,239.35,3429.28,27.8,0.9,216488000000,6531542093647
2025/05,プライム市場,Prime,12 鉄鋼,12 Iron & Steel,21,8.8,0.7,338.37,4394.75,6.4,0.6,1098246000000,12059061000000
2025/05,プライム市場,Prime,13 非鉄金属,13 Nonferrous Metals,21,79.3,0.9,37.41,3371.97,17.1,1,500349000000,8577641000000
2025/05,プライム市場,Prime,14 金属製品,14 Metal Products,28,17.1,0.7,109.89,2741.07,20.5,0.9,220677000000,5035226000000
2025/05,プライム市場,Prime,15 機械,15 Machinery,112,15.9,1.4,212.46,2498.11,19.9,1.7,2571313666667,29463837000000
2025/05,プライム市場,Prime,16 電気機器,16 Electric Appliances,128,22.7,1.5,150.33,2331,27.5,2.2,5413167136984,68706384815509
2025/05,プライム市場,Prime,17 輸送用機器,17 Transportation Equipment,41,14.9,0.9,191.73,3240.5,9.3,0.9,8876381500000,87452024098060
2025/05,プライム市場,Prime,18 精密機器,18 Precision Instruments,28,18.1,1.6,162.5,1872.83,20.8,2.6,801024000000,6379124000000
2025/05,プライム市場,Prime,19 その他製品,19 Other Products,37,14.4,1.3,177.93,1909.21,24.8,2.9,1095080000000,9508674000000
2025/05,プライム市場,Prime,20 電気・ガス業,20 Electric Power & Gas,22,6.8,0.7,235.3,2261.34,4.6,0.6,2253303334000,16661903874171
2025/05,プライム市場,Prime,21 陸運業,21 Land Transportation,38,14.5,1.1,198.78,2735.37,13.4,1.1,1694796000000,20316501000000
2025/05,プライム市場,Prime,22 海運業,22 Marine Transportation,5,7.5,0.8,462.51,4473.73,9.3,0.8,632761000000,6969357000000
2025/05,プライム市場,Prime,23 空運業,23 Air Transportation,2,10.6,1.3,271.46,2171.47,10.5,1.3,252631000000,2000972000000
2025/05,プライム市場,Prime,24 倉庫・運輸関連業,24 Warehousing & Harbor Transportation Services,12,16,1.1,185.69,2636.99,17.2,1.1,106561000000,1640260000000
2025/05,プライム市場,Prime,25 情報・通信業,25 Information & Communication,174,24.9,2.4,110.8,1131.43,25.5,1.8,3855247100000,54255758000000
2025/05,プライム市場,Prime,26 卸売業,26 Wholesale Trade,121,12.6,1.1,209.12,2411.54,11.9,1.3,5138089000000,47225621000000
2025/05,プライム市場,Prime,27 小売業,27 Retail Trade,135,22,1.9,140.55,1638.15,28.9,2.4,1981052570377,24016186574420
2025/05,プライム市場,Prime,28 銀行業,28 Banks,68,13.5,0.5,172.83,4952.58,16.1,0.9,4723151847000,86472003303000
2025/05,プライム市場,Prime,29 証券、商品先物取引業,29 Securities & Commodity Futures,19,13,1,102.08,1333.59,14.2,0.9,503498000000,8412474000000
2025/05,プライム市場,Prime,30 保険業,30 Insurance,9,15.5,1.2,179.23,2398.36,14.6,1.4,1992108000000,21289999000000
2025/05,プライム市場,Prime,31 その他金融業,31 Other Financing Business,20,11.3,0.9,190.26,2382.36,12,1,901530000000,10709224000000
2025/05,プライム市場,Prime,32 不動産業,32 Real Estate,49,13.4,1.6,187.83,1586.62,14.3,1.3,1366856000000,15230460000000
2025/05,プライム市場,Prime,33 サービス業,33 Services,157,18.5,1.9,101.61,994.52,36.8,1.6,1254728354194,29047304799180
2025/05,スタンダード市場,Standard,総合,Composite,1565,13.2,0.8,109.6,1755.08,17.5,1.1,1689352182271,26418638958457
2025/05,スタンダード市場,Standard,総合（金融業を除く）,Non-Financial,1525,13.1,0.8,111,1760.69,17.4,1.1,1583058792237,24645150798457
2025/05,スタンダード市場,Standard,　　　　　 製造業,　　　　 Manufacturing ,628,12.2,0.7,129.52,2294.75,14.9,0.8,707336245714,12904335642313
2025/05,スタンダード市場,Standard,　　　　 非製造業,　　　　 Non-Manufacturing ,897,14,1,98.03,1386.79,19.4,1.4,875722546523,11740815156144
2025/05,スタンダード市場,Standard,1 水産・農林業,"1 Fishery,Agriculture & Forestry",6,20,1.2,98.36,1677.95,13.5,0.9,4229000000,62558000000
2025/05,スタンダード市場,Standard,2 鉱業,2 Mining,1,6,1.8,111.8,364.1,6,1.8,7515720000,24475720000
2025/05,スタンダード市場,Standard,3 建設業,3 Construction,66,12.2,0.7,152.24,2493.44,22.1,1,55742000000,1253532000000
2025/05,スタンダード市場,Standard,4 食料品,4 Foods,52,17,1.2,128.58,1777.02,16.8,1.3,72716960000,965120880000
2025/05,スタンダード市場,Standard,5 繊維製品,5 Textiles & Apparels,27,14.3,0.6,84.97,2183.28,16.6,0.7,18963000000,467057000000
2025/05,スタンダード市場,Standard,6 パルプ・紙,6 Pulp & Paper,14,8.9,0.5,143.81,2383.77,9.9,0.6,12693000000,225017000000
2025/05,スタンダード市場,Standard,7 化学,7 Chemicals,81,15.9,0.8,122.5,2563.05,14.8,0.8,91838000000,1680443762313
2025/05,スタンダード市場,Standard,8 医薬品,8 Pharmaceutical,8,13.9,0.8,75.15,1349.1,11.6,1.5,11112000000,84709000000
2025/05,スタンダード市場,Standard,9 石油・石炭製品,9 Oil & Coal Products,4,9.6,0.7,110.22,1583.77,9.4,0.8,6731000000,83321000000
2025/05,スタンダード市場,Standard,10 ゴム製品,10 Rubber Products,7,9.6,0.7,166.82,2284.74,14.4,0.9,11873000000,182001000000
2025/05,スタンダード市場,Standard,11 ガラス・土石製品,11 Glass & Ceramics Products,28,7.8,0.7,174.4,1856.45,9.7,0.9,55020000000,592153000000
2025/05,スタンダード市場,Standard,12 鉄鋼,12 Iron & Steel,18,8.3,0.5,175.21,3184.45,10,0.5,26872000000,517573000000
2025/05,スタンダード市場,Standard,13 非鉄金属,13 Nonferrous Metals,10,15.3,0.7,81.56,1722.35,14.8,0.9,5534000000,95226000000
2025/05,スタンダード市場,Standard,14 金属製品,14 Metal Products,57,11.1,0.5,156.13,3367.69,17.7,0.5,32224000000,1056540000000
2025/05,スタンダード市場,Standard,15 機械,15 Machinery,102,11.6,0.7,140.87,2265.92,27.1,0.8,59101000000,2060731000000
2025/05,スタンダード市場,Standard,16 電気機器,16 Electric Appliances,98,13.3,0.8,120.53,2032.93,13.9,0.9,140569285714,2065529000000
2025/05,スタンダード市場,Standard,17 輸送用機器,17 Transportation Equipment,43,7.9,0.6,187.8,2675.84,10.3,0.7,111661000000,1730319000000
2025/05,スタンダード市場,Standard,18 精密機器,18 Precision Instruments,16,17.5,1.1,53.55,866.64,19.2,1.2,18372000000,299188000000
2025/05,スタンダード市場,Standard,19 その他製品,19 Other Products,63,13.2,0.5,84.86,2188.69,21.1,0.8,32056000000,799407000000
2025/05,スタンダード市場,Standard,20 電気・ガス業,20 Electric Power & Gas,4,－,0.4,-75.66,3555.23,262.6,0.5,295000000,167706000000
2025/05,スタンダード市場,Standard,21 陸運業,21 Land Transportation,20,8.8,0.6,243.6,3687.81,11,0.7,23941000000,382888000000
2025/05,スタンダード市場,Standard,22 海運業,22 Marine Transportation,6,10.5,0.6,141.98,2508.48,9.6,0.5,9226000000,175925000000
2025/05,スタンダード市場,Standard,23 空運業,23 Air Transportation,2,9.7,－,171.71,-186.36,10.3,1.9,2814000000,15491000000
2025/05,スタンダード市場,Standard,24 倉庫・運輸関連業,24 Warehousing & Harbor Transportation Services,22,11.6,0.5,128.03,2858.57,15.1,0.7,16880000000,367244000000
2025/05,スタンダード市場,Standard,25 情報・通信業,25 Information & Communication,177,18.2,1.7,72.24,758.88,29,3.1,167735000000,1565873000000
2025/05,スタンダード市場,Standard,26 卸売業,26 Wholesale Trade,162,10.9,0.8,152.08,2178.76,13.7,1.1,214673000000,2768873000000
2025/05,スタンダード市場,Standard,27 小売業,27 Retail Trade,171,18.7,1.3,64.33,905.46,24.7,1.6,161781974133,2450863505591
2025/05,スタンダード市場,Standard,28 銀行業,28 Banks,11,60.2,0.4,20.55,3441.95,72.3,1.5,11087390034,523286160000
2025/05,スタンダード市場,Standard,29 証券、商品先物取引業,29 Securities & Commodity Futures,15,9.4,0.9,94.67,1026.15,11,1.1,24968000000,262624000000
2025/05,スタンダード市場,Standard,30 保険業,30 Insurance,－,－,－,－,－,－,－,－,－
2025/05,スタンダード市場,Standard,31 その他金融業,31 Other Financing Business,14,16.1,1.2,43.78,599.2,12.4,0.9,70238000000,987578000000
2025/05,スタンダード市場,Standard,32 不動産業,32 Real Estate,64,12.5,0.9,90.22,1232.78,11.5,1,82527000000,985037846500
2025/05,スタンダード市場,Standard,33 サービス業,33 Services,196,15.4,1.2,73.48,930.58,16.8,1.4,128362852390,1520348084053
2025/05,グロース市場,Growth,総合,Composite,607,40.3,3.2,30.58,389.4,184.1,3.7,47000618667,2367290685801
2025/05,グロース市場,Growth,総合（金融業を除く）,Non-Financial,597,42.4,3.2,28.86,380.62,472.4,3.9,17548618667,2141329685801
2025/05,グロース市場,Growth,　　　　　 製造業,　　　　 Manufacturing ,78,－,4,-14.67,266.69,－,4.5,-72759883000,371911830000
2025/05,グロース市場,Growth,　　　　 非製造業,　　　　 Non-Manufacturing ,519,35.3,3.1,35.41,397.74,73.4,3.7,90308501667,1769417855801
2025/05,グロース市場,Growth,1 水産・農林業,"1 Fishery,Agriculture & Forestry",－,－,－,－,－,－,－,－,－
2025/05,グロース市場,Growth,2 鉱業,2 Mining,－,－,－,－,－,－,－,－,－
2025/05,グロース市場,Growth,3 建設業,3 Construction,8,22.4,2.2,56.96,567.34,30.1,3.2,2705531000,25186459000
2025/05,グロース市場,Growth,4 食料品,4 Foods,4,－,4.3,-78.29,213.36,－,7.2,-1466000000,8373000000
2025/05,グロース市場,Growth,5 繊維製品,5 Textiles & Apparels,1,26.2,12.1,141.97,306.56,26.2,12.1,1061000000,2291000000
2025/05,グロース市場,Growth,6 パルプ・紙,6 Pulp & Paper,－,－,－,－,－,－,－,－,－
2025/05,グロース市場,Growth,7 化学,7 Chemicals,6,－,4,-3.22,384.33,－,4.5,-264883000,21449830000
2025/05,グロース市場,Growth,8 医薬品,8 Pharmaceutical,38,－,5.5,-40.34,135.74,－,6.4,-72509000000,140551000000
2025/05,グロース市場,Growth,9 石油・石炭製品,9 Oil & Coal Products,－,－,－,－,－,－,－,－,－
2025/05,グロース市場,Growth,10 ゴム製品,10 Rubber Products,－,－,－,－,－,－,－,－,－
2025/05,グロース市場,Growth,11 ガラス・土石製品,11 Glass & Ceramics Products,－,－,－,－,－,－,－,－,－
2025/05,グロース市場,Growth,12 鉄鋼,12 Iron & Steel,－,－,－,－,－,－,－,－,－
2025/05,グロース市場,Growth,13 非鉄金属,13 Nonferrous Metals,2,18.7,1.5,52.24,670.69,22.6,1.2,248000000,4607000000
2025/05,グロース市場,Growth,14 金属製品,14 Metal Products,1,45.7,10.3,101.85,452.41,45.7,10.3,901000000,4002000000
2025/05,グロース市場,Growth,15 機械,15 Machinery,4,166.6,3.7,4.88,222.24,96.3,3.3,527000000,15346000000
2025/05,グロース市場,Growth,16 電気機器,16 Electric Appliances,6,－,3.1,-38.43,330.89,－,2.9,-3366000000,19866000000
2025/05,グロース市場,Growth,17 輸送用機器,17 Transportation Equipment,3,17,2.4,111.78,780.83,16.4,2.5,2169000000,14435000000
2025/05,グロース市場,Growth,18 精密機器,18 Precision Instruments,7,－,5.8,-20.71,195.08,－,2.8,-4479000000,61224000000
2025/05,グロース市場,Growth,19 その他製品,19 Other Products,6,21.3,2.2,65.58,633.64,48.4,2.7,4419000000,79767000000
2025/05,グロース市場,Growth,20 電気・ガス業,20 Electric Power & Gas,2,38.1,22,127.64,221.5,28.3,10,2958446000,8356043000
2025/05,グロース市場,Growth,21 陸運業,21 Land Transportation,－,－,－,－,－,－,－,－,－
2025/05,グロース市場,Growth,22 海運業,22 Marine Transportation,－,－,－,－,－,－,－,－,－
2025/05,グロース市場,Growth,23 空運業,23 Air Transportation,1,10.4,1.1,49.68,461.75,10.4,1.1,2997000000,27857000000
2025/05,グロース市場,Growth,24 倉庫・運輸関連業,24 Warehousing & Harbor Transportation Services,1,－,1.8,-82.27,202.85,－,1.8,-848000000,2091000000
